English Word,Original Bengali Word,Predicted Bengali Word
ayaampiyaare,অ্যাম্পিয়ারে,আয়ম্পীয়রে
dhanirai,ধনীরাই,ধনিরাই
kaadiyaaneebirodhee,কাদিয়ানীবিরোধী,কাদ়িয়নীবিরোধী
naaseer,নাসির,নসীর
mahaajoter,মহাজোটের,মহাজতের
touba,তওবা,তৌবা
danald,ডোনাল্ড,ডানল্ড
chitragulote,চিত্রগুলোতে,চিত্রগুলোতে
sourcer,সোর্সের,সোর্সের
second,সেকেন্ড,সেকন্ড
bharat,ভারত,ভারত
sarbajan,সর্বজন,সর্বজন
bhaandaree,ভাণ্ডারী,ভাণ্ডারী
ranakshetrey,রণক্ষেত্রে,রণকশষেত্রে
ganobidhwongsi,গণবিধ্বংসী,গণবিধ্বংসী
dhindhwal,ধিন্ধওয়াল,ধীধন্বা
yusuf,ইউসূফ,য়ুসুফ
atyabashyak,অত্যাবশ্যক,অত্যাবশ্যক
forge,ফোর্গ,ফোর্গে
galpai,গল্পই,গললপাই
sakhyataa,সখ্যতা,সাখ্যাতা
iciser,আইসিসের,আইসিসের
agomoni,আগমনী,আগমনি
alexanderer,আলেকজান্ডারের,অ্যালেক্সান্ডারের
meerajaaner,মীরজানের,মীরজজনের
asleelota,অশ্লীলতা,অসলিলোতা
haadichaachaa,হাড়িচাচা,হাডিচাচা
dounee,ডাউনি,ডাউনি
somraatke,সম্রাটকে,সম্রাটকে
uskaani,উস্কানি,উস্কানি
godamghor,গুদামঘর,গোদমগর
raakhiyaa,রাখিয়া,রাখিয়া
garaz,গ্যারাজ,গারাজ
samastai,সমস্তই,সমস্তাই
gray,গ্রে,গ্রে
pokhher,পক্ষের,পক্ষের
dipun,দিপুন,দিপুন
bhortukir,ভর্তুকির,ভর্তুকির
dhaaker,ঢাকের,ঢাকের
bivrantikar,বিভ্রান্তিকর,বিভ্রান্তিকর
maasuddujjaamaan,মাসুদ্দুজ্জামান,মাসুদ্জুজ্জামান
tolemi,টলেমি,তোলেমি
governer,গভর্ণর,গভর্নের
hendrix,হেন্ড্রিক্স,হান্ড্রিক্স
phebharit,ফেভরিট,ফেভারিট
dhori,ধরি,ধরি
parinotitey,পরিণতিতে,পরিণতিতে
walters,বলটার্স,ওয়ালটার্স
khatoon,খাতুন,খাতুন
symphony,সিম্ফোনি,সিম্পনি
dalmia,ডালমিয়া,দলমিয়া
etodin,এতোদিন,এতোদিন
morales,মোরালেস,মোরালেস
gamyamaany,গম্যমান্য,গাম্যামানি
paksenader,পাকসেনাদের,পাক্সানেদের
milk,মিল্ক,মিল্ক
just,জুস্ট,জুস্ট
sambhaabe,সম্ভাবে,সম্ভাবে
icelander,আইসল্যান্ডের,আইসল্যান্ডের
kaagajapatraguloke,কাগজপত্রগুলোকে,কাগজাপত্রগুলোকে
parinatir,পরিণতির,পরিণীতির
foley,ফলে,ফলে
jamloki,যমলোক,জামলোকি
saadhyamat,সাধ্যমত,সাধ্যমাত
paloke,পালকে,পালোকে
hasni,হস্নি,হাসনি
hrosso,হ্রস্ব,হ্রসো
kar,কার,কার
melborn,মেলবোর্ন,মেলবর্ন
agomon,আগমন,আগমন
songosthan,সংস্থান,সংস্থানান
shaaraaho,সারাহ,শারাহো
sparsho,স্পর্শ,স্পর্শ
ugghaatan,উদঘাটন,উগ্ঘাান
udbodhon,উদ্বোধন,উদ্বধন
ponkhiraz,পঙ্খিরাজ,পনখিরাজ
nisthaban,নিষ্ঠাবান,নিষ্ঠাবান
byabasthaapanaay,ব্যবস্থাপনায়,ব্যবস্থাপনায়
baasen,বাসেন,বাসেন
daayitte,দায়িত্বে,দায়িত্বে
elaakaatite,এলাকাটিতে,এলাকাটিতে
blogar,ব্লগার,ব্লগার
onnkit,অঙ্কিত,অন্যিত
tathyamantree,তথ্যমন্ত্রী,তথ্যমন্ত্রী
naagaalyande,নাগাল্যান্ডে,নাগলল্যাণ্ডে
pathocharyder,পথচারীদের,পাঠাচারিদের
danalda,ডোনাল্ড,ডানল্ডা
muftir,মুফতির,মুফতীর
brashh,ব্রাশ,ব্রাশ
padunahswaadheenataa,পড়ুনঃস্বাধীনতা,পদুনস্ধবুধননত
kosovo,কসোভো,কসভো
shashok,শাষক,শাবক
qiu,কিউ,কিউ
porichhonno,পরিচ্ছন্ন,পরিচন্ন
altamonte,অল্টমোন্টে,অল্টমোন্টে
karmokandoi,কর্মকাণ্ডই,কর্মকাণ্ডই
tarunapurupratimaa,তরুণপুরুপ্রতিমা,তরুণপরূপরতিমমা
antarvuktir,অন্তর্ভুক্তির,অন্তর্ভূক্তির
shpell,স্পেল,স্পেল
chaaraagulie,চারাগুলিই,চারাগুলিই
reese,রীজে,রীস
bhardwaj,ভরদ্বাজ,ভরদ্বাজ
naitthak,নাইটথাক,নৈইটক
patiala,পাতিয়ালা,পাতিয়ালা
beerjobaan,বীর্যবান,বীর্যবান
chetanaay,চেতনায়,চেতানাই
gillette,জিলেট,গিলেট
nortokir,নর্তকীর,নর্তকির
merechhen,মেরেছেন,মেরেছছেন
prokashitobyo,প্রকাশিতব্য,প্রকাশিত্ব
pareekshaarthee,পরীক্ষার্থী,পরীক্ষার্থী
arias,আরিয়াস,আরিয়াস
ovik,অভিক,ওভিক
brake,ব্রেক,ব্রাকে
krismase,ক্রিসমাসে,ক্রিসমাসে
jeelanir,জিলানীর,জিলানীর
wright,রাইট,গিরঘট
letershh,লেটারস,লিটার্স
thakena,থাকেনা,থাকেনা
sikkhabyabosthar,শিক্ষাব্যবস্থার,শিক্ষাব্যসস্থার
sparahiyaasaha,স্পর্শিয়াসহ,স্পরহিয়াসহ
selimer,সেলিমের,সেলিমের
shilpoman,শিল্পমান,শিল্পমান
jolatongko,জলাতংক,জলাতংক```````````````
konchee,কঞ্চি,কঞ্চী
kamey,কমে,কামে
tahir,তাহির,তাহির
pal,পাল,পাল
kaathabiraaleeke,কাঠবিড়ালীকে,কাঠবিড়ালীকে
rajbandider,রাজবন্দীদের,রাজবন্দিদের
pushka,পুষ্ক,পুষ্কা
sodkar,সদকার,সোদকর
bonapart,বোনাপার্ট,বোনাপার্ট
khaskhasey,খসখসে,খাসখাসে
karavog,কারাভোগ,কারাভোগ
paanjorer,পাঁজরের,পাঁজরর
romero,রোমেরো,রমেরও
magana,মগ্ন,ম্যাগানা
shrenikoron,শ্রেণীকরণ,শ্রেণীকরণ
dean,ডিন,দিয়ান
casey,কাসে,ক্যাসে
tohosheeldar,তহশিলদার,তহসিল্ডার
shikarpore,শিকারপুর,শিকারপোর
gotibeger,গতিবেগের,গতিবেগের
uparjonkarii,উপার্জনকারী,উপার্জনকারী
shonaano,শোনানো,শোনানো
sheekond,সেকেন্ড,শিকন্দ
taison,টাইসন,তাইসন
bandir,বন্দীর,বন্দীর
nirapotta,নিরাপত্তা,নিরাপত্তা
dikshit,দীক্ষিত,দিকশিত
bichchhataabaadeeder,বিচ্ছন্নতাবাদীদের,বিচ্ছাতাবাদীদের
sangosthagulir,সংস্থাগুলির,সংস্থাগুলির
farmer,ফার্মের,ফার্ার
satin,সতিন,সাতিন
janosomaabesh,জনসমাবেশ,জনসমাববেশ
jilaani,জিলানী,জিলানি
lewant,লেভান্ট,লিয়ায়ান্ট
ross,রস,রোস
saleem,সালেম,সালিম
plyboards,প্লাইবোর্ডস,প্লাইওর্ডস
pharmaceuticals,ফার্মাসিউটিক্যালস্,ফার্মাসিউটিক্যালস
dekhaalo,দেখালো,দেখালো
deobondee,দেওবন্দি,দেওনব্দী
opraatistthanik,অপ্রাতিষ্ঠানিক,অপ্রতিস্থানিক
aribahanamantra,পরিবহনমন্ত্র,অরিহানন্মন্ত্র
bishwashti,বিশ্বাসটি,বিশ্বা্ষি
daabeeguloke,দাবীগুলোকে,দাবীগুলোকে
forest,ফরেস্ট,ফোরেস্ট
sangasthasamuher,সংস্থাসমূহের,সংস্থাসমূহের
sahu,সাহু,সাু
mozlise,মজলিশে,মজলিস
bongobondhke,বঙ্গবন্ধুকে,বঙ্গবন্ধকে
tathyaanujaayee,তথ্যানুযায়ী,তথ্যানুজয়ায়ী
jewske,জিউসকে,জিউসকে
couko,চৌকো,কৌকো
koshobho,কসোভো,কষভ
dekhun,দেখুন,দেখুন
kukreja,কুক্রেজা,কুকরেজা
aviyojaner,অভিযোজনের,অভিযোজনের
mauhonto,মহন্ত,মৌহন্ত
sebana,সেবন,সেবন
dhhal,ঢাল,ঢাল
motamot,মতামত,মোতামত
pajorer,পাঁজরের,পাজরের
bajpai,বাজপাই,বাজপাই
chaler,চালের,চালের
revishan,রিভিশন,রেবিশান
gyaraj,গ্যারাজ,গ্যারাজ
